sample,locus,field,genotyper,accuracy
INCOV003-CV,DRB3,field_2,hlaminer,1
INCOV003-CV,DRB3,field_2,optitype,0
INCOV003-CV,DRB3,field_2,phlat,0
INCOV003-CV,DRB3,field_3,arcasHLA,0
INCOV003-CV,DRB3,field_3,hlaminer,0
INCOV003-CV,DRB3,field_3,optitype,0
INCOV003-CV,DRB3,field_3,phlat,0
INCOV003-CV,DRB4,field_1,arcasHLA,1
INCOV003-CV,DRB4,field_1,hlaminer,1
INCOV003-CV,DRB4,field_1,optitype,0
INCOV003-CV,DRB4,field_1,phlat,0
INCOV003-CV,DRB4,field_2,arcasHLA,1
INCOV003-CV,DRB4,field_2,hlaminer,0
INCOV003-CV,DRB4,field_2,optitype,0
INCOV003-CV,DRB4,field_2,phlat,0
INCOV003-CV,DRB4,field_3,arcasHLA,1
INCOV003-CV,DRB4,field_3,hlaminer,0
INCOV003-CV,DRB4,field_3,optitype,0
INCOV003-CV,DRB4,field_3,phlat,0
INCOV005-AC,A,field_1,arcasHLA,1
INCOV005-AC,A,field_1,hlaminer,1
INCOV005-AC,A,field_1,optitype,1
INCOV005-AC,A,field_1,phlat,1
INCOV005-AC,A,field_2,arcasHLA,0
INCOV005-AC,A,field_2,hlaminer,0.5
INCOV005-AC,A,field_2,optitype,1
INCOV005-AC,A,field_2,phlat,1
INCOV005-AC,A,field_3,arcasHLA,0
INCOV005-AC,A,field_3,hlaminer,0
INCOV005-AC,A,field_3,optitype,0
INCOV005-AC,A,field_3,phlat,0
INCOV005-AC,B,field_1,arcasHLA,1
INCOV005-AC,B,field_1,hlaminer,0
INCOV005-AC,B,field_1,optitype,1
INCOV005-AC,B,field_1,phlat,1
INCOV005-AC,B,field_2,arcasHLA,1
INCOV005-AC,B,field_2,hlaminer,0
INCOV005-AC,B,field_2,optitype,1
INCOV005-AC,B,field_2,phlat,1
INCOV005-AC,B,field_3,arcasHLA,1
INCOV005-AC,B,field_3,hlaminer,0
INCOV005-AC,B,field_3,optitype,0
INCOV005-AC,B,field_3,phlat,1
INCOV005-AC,C,field_1,arcasHLA,1
INCOV005-AC,C,field_1,hlaminer,0.5
INCOV005-AC,C,field_1,optitype,1
INCOV005-AC,C,field_1,phlat,1
INCOV005-AC,C,field_2,arcasHLA,1
INCOV005-AC,C,field_2,hlaminer,0
INCOV005-AC,C,field_2,optitype,1
INCOV005-AC,C,field_2,phlat,1
INCOV005-AC,C,field_3,arcasHLA,0.5
INCOV005-AC,C,field_3,hlaminer,0
INCOV005-AC,C,field_3,optitype,0
INCOV005-AC,C,field_3,phlat,1
INCOV005-AC,DPA1,field_1,arcasHLA,1
INCOV005-AC,DPA1,field_1,hlaminer,0.5
INCOV005-AC,DPA1,field_1,optitype,0
INCOV005-AC,DPA1,field_1,phlat,0
INCOV005-AC,DPA1,field_2,arcasHLA,1
INCOV005-AC,DPA1,field_2,hlaminer,0
INCOV005-AC,DPA1,field_2,optitype,0
INCOV005-AC,DPA1,field_2,phlat,0
INCOV005-AC,DPA1,field_3,arcasHLA,1
INCOV005-AC,DPA1,field_3,hlaminer,0
INCOV005-AC,DPA1,field_3,optitype,0
INCOV005-AC,DPA1,field_3,phlat,0
INCOV005-AC,DPB1,field_1,arcasHLA,1
INCOV005-AC,DPB1,field_1,hlaminer,0
INCOV005-AC,DPB1,field_1,optitype,0
INCOV005-AC,DPB1,field_1,phlat,0
INCOV005-AC,DPB1,field_2,arcasHLA,1
INCOV005-AC,DPB1,field_2,hlaminer,0
INCOV005-AC,DPB1,field_2,optitype,0
INCOV005-AC,DPB1,field_2,phlat,0
INCOV005-AC,DPB1,field_3,arcasHLA,1
INCOV005-AC,DPB1,field_3,hlaminer,0
INCOV005-AC,DPB1,field_3,optitype,0
INCOV005-AC,DPB1,field_3,phlat,0
INCOV005-AC,DQA1,field_1,arcasHLA,1
INCOV005-AC,DQA1,field_1,hlaminer,0.5
INCOV005-AC,DQA1,field_1,optitype,0
INCOV005-AC,DQA1,field_1,phlat,1
INCOV005-AC,DQA1,field_2,arcasHLA,1
INCOV005-AC,DQA1,field_2,hlaminer,0.5
INCOV005-AC,DQA1,field_2,optitype,0
INCOV005-AC,DQA1,field_2,phlat,0.5
INCOV005-AC,DQA1,field_3,arcasHLA,1
INCOV005-AC,DQA1,field_3,hlaminer,0
INCOV005-AC,DQA1,field_3,optitype,0
INCOV005-AC,DQA1,field_3,phlat,0.5
INCOV005-AC,DQB1,field_1,arcasHLA,1
INCOV005-AC,DQB1,field_1,hlaminer,1
INCOV005-AC,DQB1,field_1,optitype,0
INCOV005-AC,DQB1,field_1,phlat,1
INCOV005-AC,DQB1,field_2,arcasHLA,1
INCOV005-AC,DQB1,field_2,hlaminer,1
INCOV005-AC,DQB1,field_2,optitype,0
INCOV005-AC,DQB1,field_2,phlat,1
INCOV005-AC,DQB1,field_3,arcasHLA,1
INCOV005-AC,DQB1,field_3,hlaminer,0
INCOV005-AC,DQB1,field_3,optitype,0
INCOV005-AC,DQB1,field_3,phlat,1
INCOV005-AC,DRB1,field_1,arcasHLA,1
INCOV005-AC,DRB1,field_1,hlaminer,1
INCOV005-AC,DRB1,field_1,optitype,0
INCOV005-AC,DRB1,field_1,phlat,1
INCOV005-AC,DRB1,field_2,arcasHLA,1
INCOV005-AC,DRB1,field_2,hlaminer,0.5
INCOV005-AC,DRB1,field_2,optitype,0
INCOV005-AC,DRB1,field_2,phlat,1
INCOV005-AC,DRB1,field_3,arcasHLA,1
INCOV005-AC,DRB1,field_3,hlaminer,0
INCOV005-AC,DRB1,field_3,optitype,0
INCOV005-AC,DRB1,field_3,phlat,1
INCOV005-AC,DRB3,field_1,arcasHLA,1
INCOV005-AC,DRB3,field_1,hlaminer,1
INCOV005-AC,DRB3,field_1,optitype,0
INCOV005-AC,DRB3,field_1,phlat,0
INCOV005-AC,DRB3,field_2,arcasHLA,1
INCOV005-AC,DRB3,field_2,hlaminer,0.5
INCOV005-AC,DRB3,field_2,optitype,0
INCOV005-AC,DRB3,field_2,phlat,0
INCOV005-AC,DRB3,field_3,arcasHLA,1
INCOV005-AC,DRB3,field_3,hlaminer,0
INCOV005-AC,DRB3,field_3,optitype,0
INCOV005-AC,DRB3,field_3,phlat,0
INCOV005-BL,A,field_1,arcasHLA,1
INCOV005-BL,A,field_1,hlaminer,0.5
INCOV005-BL,A,field_1,optitype,1
INCOV005-BL,A,field_1,phlat,1
INCOV005-BL,A,field_2,arcasHLA,0.5
INCOV005-BL,A,field_2,hlaminer,0.5
INCOV005-BL,A,field_2,optitype,1
INCOV005-BL,A,field_2,phlat,1
INCOV005-BL,A,field_3,arcasHLA,0
INCOV005-BL,A,field_3,hlaminer,0
INCOV005-BL,A,field_3,optitype,0
INCOV005-BL,A,field_3,phlat,0
INCOV005-BL,B,field_1,arcasHLA,1
INCOV005-BL,B,field_1,hlaminer,0
INCOV005-BL,B,field_1,optitype,1
INCOV005-BL,B,field_1,phlat,1
INCOV005-BL,B,field_2,arcasHLA,1
INCOV005-BL,B,field_2,hlaminer,0
INCOV005-BL,B,field_2,optitype,1
INCOV005-BL,B,field_2,phlat,1
INCOV005-BL,B,field_3,arcasHLA,1
INCOV005-BL,B,field_3,hlaminer,0
INCOV005-BL,B,field_3,optitype,0
INCOV005-BL,B,field_3,phlat,1
INCOV005-BL,C,field_1,arcasHLA,1
INCOV005-BL,C,field_1,hlaminer,0.5
INCOV005-BL,C,field_1,optitype,1
INCOV005-BL,C,field_1,phlat,1
INCOV005-BL,C,field_2,arcasHLA,0
INCOV005-BL,C,field_2,hlaminer,0.5
INCOV005-BL,C,field_2,optitype,1
INCOV005-BL,C,field_2,phlat,1
INCOV005-BL,C,field_3,arcasHLA,0
INCOV005-BL,C,field_3,hlaminer,0
INCOV005-BL,C,field_3,optitype,0
INCOV005-BL,C,field_3,phlat,1
INCOV005-BL,DPA1,field_1,arcasHLA,1
INCOV005-BL,DPA1,field_1,hlaminer,0.5
INCOV005-BL,DPA1,field_1,optitype,0
INCOV005-BL,DPA1,field_1,phlat,0
INCOV005-BL,DPA1,field_2,arcasHLA,1
INCOV005-BL,DPA1,field_2,hlaminer,0.5
INCOV005-BL,DPA1,field_2,optitype,0
INCOV005-BL,DPA1,field_2,phlat,0
INCOV005-BL,DPA1,field_3,arcasHLA,1
INCOV005-BL,DPA1,field_3,hlaminer,0
INCOV005-BL,DPA1,field_3,optitype,0
INCOV005-BL,DPA1,field_3,phlat,0
INCOV005-BL,DPB1,field_1,arcasHLA,1
INCOV005-BL,DPB1,field_1,hlaminer,0.5
INCOV005-BL,DPB1,field_1,optitype,0
INCOV005-BL,DPB1,field_1,phlat,0
INCOV005-BL,DPB1,field_2,arcasHLA,1
INCOV005-BL,DPB1,field_2,hlaminer,0.5
INCOV005-BL,DPB1,field_2,optitype,0
INCOV005-BL,DPB1,field_2,phlat,0
INCOV005-BL,DPB1,field_3,arcasHLA,1
INCOV005-BL,DPB1,field_3,hlaminer,0
INCOV005-BL,DPB1,field_3,optitype,0
INCOV005-BL,DPB1,field_3,phlat,0
INCOV005-BL,DQA1,field_1,arcasHLA,1
INCOV005-BL,DQA1,field_1,hlaminer,0.5
INCOV005-BL,DQA1,field_1,optitype,0
INCOV005-BL,DQA1,field_1,phlat,1
INCOV005-BL,DQA1,field_2,arcasHLA,1
INCOV005-BL,DQA1,field_2,hlaminer,0.5
INCOV005-BL,DQA1,field_2,optitype,0
INCOV005-BL,DQA1,field_2,phlat,1
INCOV005-BL,DQA1,field_3,arcasHLA,1
INCOV005-BL,DQA1,field_3,hlaminer,0
INCOV005-BL,DQA1,field_3,optitype,0
INCOV005-BL,DQA1,field_3,phlat,1
INCOV005-BL,DQB1,field_1,arcasHLA,1
INCOV005-BL,DQB1,field_1,hlaminer,1
INCOV005-BL,DQB1,field_1,optitype,0
INCOV005-BL,DQB1,field_1,phlat,1
INCOV005-BL,DQB1,field_2,arcasHLA,1
INCOV005-BL,DQB1,field_2,hlaminer,1
INCOV005-BL,DQB1,field_2,optitype,0
INCOV005-BL,DQB1,field_2,phlat,1
INCOV005-BL,DQB1,field_3,arcasHLA,1
INCOV005-BL,DQB1,field_3,hlaminer,0
INCOV005-BL,DQB1,field_3,optitype,0
INCOV005-BL,DQB1,field_3,phlat,1
INCOV005-BL,DRB1,field_1,arcasHLA,1
INCOV005-BL,DRB1,field_1,hlaminer,0
INCOV005-BL,DRB1,field_1,optitype,0
INCOV005-BL,DRB1,field_1,phlat,1
INCOV005-BL,DRB1,field_2,arcasHLA,1
INCOV005-BL,DRB1,field_2,hlaminer,0
INCOV005-BL,DRB1,field_2,optitype,0
INCOV005-BL,DRB1,field_2,phlat,1
INCOV005-BL,DRB1,field_3,arcasHLA,1
INCOV005-BL,DRB1,field_3,hlaminer,0
INCOV005-BL,DRB1,field_3,optitype,0
INCOV005-BL,DRB1,field_3,phlat,1
INCOV005-BL,DRB3,field_1,arcasHLA,1
INCOV005-BL,DRB3,field_1,hlaminer,0.5
INCOV005-BL,DRB3,field_1,optitype,0
INCOV005-BL,DRB3,field_1,phlat,0
INCOV005-BL,DRB3,field_2,arcasHLA,1
INCOV005-BL,DRB3,field_2,hlaminer,0.5
INCOV005-BL,DRB3,field_2,optitype,0
INCOV005-BL,DRB3,field_2,phlat,0
INCOV005-BL,DRB3,field_3,arcasHLA,1
INCOV005-BL,DRB3,field_3,hlaminer,0
INCOV005-BL,DRB3,field_3,optitype,0
INCOV005-BL,DRB3,field_3,phlat,0
INCOV005-CV,A,field_1,arcasHLA,1
INCOV005-CV,A,field_1,optitype,1
INCOV005-CV,A,field_1,phlat,1
INCOV005-CV,A,field_2,arcasHLA,0
INCOV005-CV,A,field_2,optitype,1
INCOV005-CV,A,field_2,phlat,1
INCOV005-CV,A,field_3,arcasHLA,0
INCOV005-CV,A,field_3,hlaminer,0
INCOV005-CV,A,field_3,optitype,0
INCOV005-CV,A,field_3,phlat,0
INCOV005-CV,B,field_1,arcasHLA,1
INCOV005-CV,B,field_1,hlaminer,1
INCOV005-CV,B,field_1,optitype,1
INCOV005-CV,B,field_1,phlat,1
INCOV005-CV,B,field_2,arcasHLA,1
INCOV005-CV,B,field_2,hlaminer,0
INCOV005-CV,B,field_2,optitype,1
INCOV005-CV,B,field_2,phlat,1
INCOV005-CV,B,field_3,arcasHLA,1
INCOV005-CV,B,field_3,hlaminer,0
INCOV005-CV,B,field_3,optitype,0
INCOV005-CV,B,field_3,phlat,1
INCOV005-CV,C,field_1,arcasHLA,1
INCOV005-CV,C,field_1,hlaminer,0.5
INCOV005-CV,C,field_1,optitype,1
INCOV005-CV,C,field_1,phlat,1
INCOV005-CV,C,field_2,arcasHLA,1
INCOV005-CV,C,field_2,hlaminer,0
INCOV005-CV,C,field_2,optitype,1
INCOV005-CV,C,field_2,phlat,1
INCOV005-CV,C,field_3,arcasHLA,1
INCOV005-CV,C,field_3,hlaminer,0
INCOV005-CV,C,field_3,optitype,0
INCOV005-CV,C,field_3,phlat,1
INCOV005-CV,DPA1,field_1,arcasHLA,1
INCOV005-CV,DPA1,field_1,hlaminer,0.5
INCOV005-CV,DPA1,field_1,optitype,0
INCOV005-CV,DPA1,field_1,phlat,0
INCOV005-CV,DPA1,field_2,arcasHLA,1
INCOV005-CV,DPA1,field_2,hlaminer,0
INCOV005-CV,DPA1,field_2,optitype,0
INCOV005-CV,DPA1,field_2,phlat,0
INCOV005-CV,DPA1,field_3,arcasHLA,1
INCOV005-CV,DPA1,field_3,hlaminer,0
INCOV005-CV,DPA1,field_3,optitype,0
INCOV005-CV,DPA1,field_3,phlat,0
INCOV005-CV,DPB1,field_1,arcasHLA,1
INCOV005-CV,DPB1,field_1,hlaminer,0.5
INCOV005-CV,DPB1,field_1,optitype,0
INCOV005-CV,DPB1,field_1,phlat,0
INCOV005-CV,DPB1,field_2,arcasHLA,1
INCOV005-CV,DPB1,field_2,hlaminer,0.5
INCOV005-CV,DPB1,field_2,optitype,0
INCOV005-CV,DPB1,field_2,phlat,0
INCOV005-CV,DPB1,field_3,arcasHLA,1
INCOV005-CV,DPB1,field_3,hlaminer,0
INCOV005-CV,DPB1,field_3,optitype,0
INCOV005-CV,DPB1,field_3,phlat,0
INCOV005-CV,DQA1,field_1,arcasHLA,1
INCOV005-CV,DQA1,field_1,hlaminer,0.5
INCOV005-CV,DQA1,field_1,optitype,0
INCOV005-CV,DQA1,field_1,phlat,1
INCOV005-CV,DQA1,field_2,arcasHLA,1
INCOV005-CV,DQA1,field_2,hlaminer,0.5
INCOV005-CV,DQA1,field_2,optitype,0
INCOV005-CV,DQA1,field_2,phlat,1
INCOV005-CV,DQA1,field_3,arcasHLA,1
INCOV005-CV,DQA1,field_3,hlaminer,0
INCOV005-CV,DQA1,field_3,optitype,0
INCOV005-CV,DQA1,field_3,phlat,1
INCOV005-CV,DQB1,field_1,arcasHLA,1
INCOV005-CV,DQB1,field_1,hlaminer,1
INCOV005-CV,DQB1,field_1,optitype,0
INCOV005-CV,DQB1,field_1,phlat,1
INCOV005-CV,DQB1,field_2,arcasHLA,1
INCOV005-CV,DQB1,field_2,hlaminer,1
INCOV005-CV,DQB1,field_2,optitype,0
INCOV005-CV,DQB1,field_2,phlat,1
INCOV005-CV,DQB1,field_3,arcasHLA,1
INCOV005-CV,DQB1,field_3,hlaminer,0
INCOV005-CV,DQB1,field_3,optitype,0
INCOV005-CV,DQB1,field_3,phlat,1
INCOV005-CV,DRB1,field_1,arcasHLA,1
INCOV005-CV,DRB1,field_1,hlaminer,0.5
INCOV005-CV,DRB1,field_1,optitype,0
INCOV005-CV,DRB1,field_1,phlat,1
INCOV005-CV,DRB1,field_2,arcasHLA,1
INCOV005-CV,DRB1,field_2,hlaminer,0.5
INCOV005-CV,DRB1,field_2,optitype,0
INCOV005-CV,DRB1,field_2,phlat,1
INCOV005-CV,DRB1,field_3,arcasHLA,1
INCOV005-CV,DRB1,field_3,hlaminer,0
INCOV005-CV,DRB1,field_3,optitype,0
INCOV005-CV,DRB1,field_3,phlat,1
INCOV005-CV,DRB3,field_1,arcasHLA,1
INCOV005-CV,DRB3,field_1,hlaminer,1
INCOV005-CV,DRB3,field_1,optitype,0
INCOV005-CV,DRB3,field_1,phlat,0
INCOV005-CV,DRB3,field_2,arcasHLA,1
INCOV005-CV,DRB3,field_2,hlaminer,1
INCOV005-CV,DRB3,field_2,optitype,0
INCOV005-CV,DRB3,field_2,phlat,0
INCOV005-CV,DRB3,field_3,arcasHLA,1
INCOV005-CV,DRB3,field_3,hlaminer,0
INCOV005-CV,DRB3,field_3,optitype,0
INCOV005-CV,DRB3,field_3,phlat,0
INCOV006-AC,A,field_1,arcasHLA,1
INCOV006-AC,A,field_1,hlaminer,0
INCOV006-AC,A,field_1,optitype,0
INCOV006-AC,A,field_1,phlat,1
INCOV006-AC,A,field_2,arcasHLA,1
INCOV006-AC,A,field_2,hlaminer,0
INCOV006-AC,A,field_2,optitype,0
INCOV006-AC,A,field_2,phlat,1
INCOV006-AC,A,field_3,arcasHLA,1
INCOV006-AC,A,field_3,hlaminer,0
INCOV006-AC,A,field_3,optitype,0
INCOV006-AC,A,field_3,phlat,1
INCOV006-AC,B,field_1,arcasHLA,1
INCOV006-AC,B,field_1,hlaminer,0
INCOV006-AC,B,field_1,optitype,0
INCOV006-AC,B,field_1,phlat,1
INCOV006-AC,B,field_2,arcasHLA,0
INCOV006-AC,B,field_2,hlaminer,0
INCOV006-AC,B,field_2,optitype,0
INCOV006-AC,B,field_2,phlat,1
INCOV006-AC,B,field_3,arcasHLA,0
INCOV006-AC,B,field_3,hlaminer,0
INCOV006-AC,B,field_3,optitype,0
INCOV006-AC,B,field_3,phlat,1
INCOV006-AC,C,field_1,arcasHLA,1
INCOV006-AC,C,field_1,hlaminer,0.5
INCOV006-AC,C,field_1,optitype,0
INCOV006-AC,C,field_1,phlat,1
INCOV006-AC,C,field_2,arcasHLA,0
INCOV006-AC,C,field_2,hlaminer,0
INCOV006-AC,C,field_2,optitype,0
INCOV006-AC,C,field_2,phlat,1
INCOV006-AC,C,field_3,arcasHLA,0
INCOV006-AC,C,field_3,hlaminer,0
INCOV006-AC,C,field_3,optitype,0
INCOV006-AC,C,field_3,phlat,1
INCOV006-AC,DPA1,field_1,arcasHLA,1
INCOV006-AC,DPA1,field_1,hlaminer,0.5
INCOV006-AC,DPA1,field_1,optitype,0
INCOV006-AC,DPA1,field_1,phlat,0
INCOV006-AC,DPA1,field_2,arcasHLA,1
INCOV006-AC,DPA1,field_2,hlaminer,0.5
INCOV006-AC,DPA1,field_2,optitype,0
INCOV006-AC,DPA1,field_2,phlat,0
INCOV006-AC,DPA1,field_3,arcasHLA,1
INCOV006-AC,DPA1,field_3,hlaminer,0
INCOV006-AC,DPA1,field_3,optitype,0
INCOV006-AC,DPA1,field_3,phlat,0
INCOV006-AC,DPB1,field_1,arcasHLA,1
INCOV006-AC,DPB1,field_1,hlaminer,0.5
INCOV006-AC,DPB1,field_1,optitype,0
INCOV006-AC,DPB1,field_1,phlat,0
INCOV006-AC,DPB1,field_2,arcasHLA,1
INCOV006-AC,DPB1,field_2,hlaminer,0.5
INCOV006-AC,DPB1,field_2,optitype,0
INCOV006-AC,DPB1,field_2,phlat,0
INCOV006-AC,DPB1,field_3,arcasHLA,1
INCOV006-AC,DPB1,field_3,hlaminer,0
INCOV006-AC,DPB1,field_3,optitype,0
INCOV006-AC,DPB1,field_3,phlat,0
INCOV006-AC,DQA1,field_1,arcasHLA,1
INCOV006-AC,DQA1,field_1,hlaminer,0.5
INCOV006-AC,DQA1,field_1,optitype,0
INCOV006-AC,DQA1,field_1,phlat,1
INCOV006-AC,DQA1,field_2,arcasHLA,1
INCOV006-AC,DQA1,field_2,hlaminer,0.5
INCOV006-AC,DQA1,field_2,optitype,0
INCOV006-AC,DQA1,field_2,phlat,1
INCOV006-AC,DQA1,field_3,arcasHLA,1
INCOV006-AC,DQA1,field_3,hlaminer,0
INCOV006-AC,DQA1,field_3,optitype,0
INCOV006-AC,DQA1,field_3,phlat,1
INCOV006-AC,DQB1,field_1,arcasHLA,1
INCOV006-AC,DQB1,field_1,hlaminer,0.5
INCOV006-AC,DQB1,field_1,optitype,0
INCOV006-AC,DQB1,field_1,phlat,1
INCOV006-AC,DQB1,field_2,arcasHLA,0.5
INCOV006-AC,DQB1,field_2,hlaminer,0.5
INCOV006-AC,DQB1,field_2,optitype,0
INCOV006-AC,DQB1,field_2,phlat,1
INCOV006-AC,DQB1,field_3,arcasHLA,0.5
INCOV006-AC,DQB1,field_3,hlaminer,0
INCOV006-AC,DQB1,field_3,optitype,0
INCOV006-AC,DQB1,field_3,phlat,1
INCOV006-AC,DRB1,field_1,arcasHLA,1
INCOV006-AC,DRB1,field_1,hlaminer,0.5
INCOV006-AC,DRB1,field_1,optitype,0
INCOV006-AC,DRB1,field_1,phlat,1
INCOV006-AC,DRB1,field_2,arcasHLA,1
INCOV006-AC,DRB1,field_2,hlaminer,0.5
INCOV006-AC,DRB1,field_2,optitype,0
INCOV006-AC,DRB1,field_2,phlat,1
INCOV006-AC,DRB1,field_3,arcasHLA,1
INCOV006-AC,DRB1,field_3,hlaminer,0
INCOV006-AC,DRB1,field_3,optitype,0
INCOV006-AC,DRB1,field_3,phlat,1
INCOV006-BL,A,field_1,arcasHLA,1
INCOV006-BL,A,field_1,hlaminer,0.5
INCOV006-BL,A,field_1,optitype,1
INCOV006-BL,A,field_1,phlat,1
INCOV006-BL,A,field_2,arcasHLA,1
INCOV006-BL,A,field_2,hlaminer,0
INCOV006-BL,A,field_2,optitype,1
INCOV006-BL,A,field_2,phlat,1
INCOV006-BL,A,field_3,arcasHLA,1
INCOV006-BL,A,field_3,hlaminer,0
INCOV006-BL,A,field_3,optitype,0
INCOV006-BL,A,field_3,phlat,1
INCOV006-BL,B,field_1,arcasHLA,1
INCOV006-BL,B,field_1,hlaminer,0
INCOV006-BL,B,field_1,optitype,1
INCOV006-BL,B,field_1,phlat,1
INCOV006-BL,B,field_2,arcasHLA,0
INCOV006-BL,B,field_2,hlaminer,0
INCOV006-BL,B,field_2,optitype,1
INCOV006-BL,B,field_2,phlat,1
INCOV006-BL,B,field_3,arcasHLA,0
INCOV006-BL,B,field_3,hlaminer,0
INCOV006-BL,B,field_3,optitype,0
INCOV006-BL,B,field_3,phlat,1
INCOV006-BL,C,field_1,arcasHLA,1
INCOV006-BL,C,field_1,hlaminer,0.5
INCOV006-BL,C,field_1,optitype,1
INCOV006-BL,C,field_1,phlat,1
INCOV006-BL,C,field_2,arcasHLA,0
INCOV006-BL,C,field_2,hlaminer,0
INCOV006-BL,C,field_2,optitype,1
INCOV006-BL,C,field_2,phlat,1
INCOV006-BL,C,field_3,arcasHLA,0
INCOV006-BL,C,field_3,hlaminer,0
INCOV006-BL,C,field_3,optitype,0
INCOV006-BL,C,field_3,phlat,1
INCOV006-BL,DPA1,field_1,arcasHLA,1
INCOV006-BL,DPA1,field_1,hlaminer,0.5
INCOV006-BL,DPA1,field_1,optitype,0
INCOV006-BL,DPA1,field_1,phlat,0
INCOV006-BL,DPA1,field_2,arcasHLA,1
INCOV006-BL,DPA1,field_2,hlaminer,0.5
INCOV006-BL,DPA1,field_2,optitype,0
INCOV006-BL,DPA1,field_2,phlat,0
INCOV006-BL,DPA1,field_3,arcasHLA,1
INCOV006-BL,DPA1,field_3,hlaminer,0
INCOV006-BL,DPA1,field_3,optitype,0
INCOV006-BL,DPA1,field_3,phlat,0
INCOV006-BL,DPB1,field_1,arcasHLA,1
INCOV006-BL,DPB1,field_1,hlaminer,0.5
INCOV006-BL,DPB1,field_1,optitype,0
INCOV006-BL,DPB1,field_1,phlat,0
INCOV006-BL,DPB1,field_2,arcasHLA,1
INCOV006-BL,DPB1,field_2,hlaminer,0.5
INCOV006-BL,DPB1,field_2,optitype,0
INCOV006-BL,DPB1,field_2,phlat,0
INCOV006-BL,DPB1,field_3,arcasHLA,1
INCOV006-BL,DPB1,field_3,hlaminer,0
INCOV006-BL,DPB1,field_3,optitype,0
INCOV006-BL,DPB1,field_3,phlat,0
INCOV006-BL,DQA1,field_1,arcasHLA,1
INCOV006-BL,DQA1,field_1,hlaminer,0.5
INCOV006-BL,DQA1,field_1,optitype,0
INCOV006-BL,DQA1,field_1,phlat,1
INCOV006-BL,DQA1,field_2,arcasHLA,1
INCOV006-BL,DQA1,field_2,hlaminer,0.5
INCOV006-BL,DQA1,field_2,optitype,0
INCOV006-BL,DQA1,field_2,phlat,1
INCOV006-BL,DQA1,field_3,arcasHLA,1
INCOV006-BL,DQA1,field_3,hlaminer,0
INCOV006-BL,DQA1,field_3,optitype,0
INCOV006-BL,DQA1,field_3,phlat,1
INCOV006-BL,DQB1,field_1,arcasHLA,1
INCOV006-BL,DQB1,field_1,hlaminer,0.5
INCOV006-BL,DQB1,field_1,optitype,0
INCOV006-BL,DQB1,field_1,phlat,1
INCOV006-BL,DQB1,field_2,arcasHLA,0.5
INCOV006-BL,DQB1,field_2,hlaminer,0.5
INCOV006-BL,DQB1,field_2,optitype,0
INCOV006-BL,DQB1,field_2,phlat,1
INCOV006-BL,DQB1,field_3,arcasHLA,0.5
INCOV006-BL,DQB1,field_3,hlaminer,0
INCOV006-BL,DQB1,field_3,optitype,0
INCOV006-BL,DQB1,field_3,phlat,1
INCOV006-BL,DRB1,field_1,arcasHLA,1
INCOV006-BL,DRB1,field_1,hlaminer,0.5
INCOV006-BL,DRB1,field_1,optitype,0
INCOV006-BL,DRB1,field_1,phlat,1
INCOV006-BL,DRB1,field_2,arcasHLA,1
INCOV006-BL,DRB1,field_2,hlaminer,0
INCOV006-BL,DRB1,field_2,optitype,0
INCOV006-BL,DRB1,field_2,phlat,1
INCOV006-BL,DRB1,field_3,arcasHLA,1
INCOV006-BL,DRB1,field_3,hlaminer,0
INCOV006-BL,DRB1,field_3,optitype,0
INCOV006-BL,DRB1,field_3,phlat,1
INCOV006-CV,A,field_1,arcasHLA,1
INCOV006-CV,A,field_1,hlaminer,0.5
INCOV006-CV,A,field_1,optitype,1
INCOV006-CV,A,field_1,phlat,1
INCOV006-CV,A,field_2,arcasHLA,1
INCOV006-CV,A,field_2,hlaminer,0.5
INCOV006-CV,A,field_2,optitype,1
INCOV006-CV,A,field_2,phlat,1
INCOV006-CV,A,field_3,arcasHLA,1
INCOV006-CV,A,field_3,hlaminer,0
INCOV006-CV,A,field_3,optitype,0
INCOV006-CV,A,field_3,phlat,1
INCOV006-CV,B,field_1,arcasHLA,1
INCOV006-CV,B,field_1,hlaminer,0.5
INCOV006-CV,B,field_1,optitype,1
INCOV006-CV,B,field_1,phlat,1
INCOV006-CV,B,field_2,arcasHLA,0
INCOV006-CV,B,field_2,hlaminer,0.5
INCOV006-CV,B,field_2,optitype,1
INCOV006-CV,B,field_2,phlat,1
INCOV006-CV,B,field_3,arcasHLA,0
INCOV006-CV,B,field_3,hlaminer,0
INCOV006-CV,B,field_3,optitype,0
INCOV006-CV,B,field_3,phlat,1
INCOV006-CV,C,field_1,arcasHLA,1
INCOV006-CV,C,field_1,hlaminer,0.5
INCOV006-CV,C,field_1,optitype,1
INCOV006-CV,C,field_1,phlat,1
INCOV006-CV,C,field_2,arcasHLA,0
INCOV006-CV,C,field_2,hlaminer,0.5
INCOV006-CV,C,field_2,optitype,1
INCOV006-CV,C,field_2,phlat,1
INCOV006-CV,C,field_3,arcasHLA,0
INCOV006-CV,C,field_3,hlaminer,0
INCOV006-CV,C,field_3,optitype,0
INCOV006-CV,C,field_3,phlat,1
INCOV006-CV,DPA1,field_1,arcasHLA,1
INCOV006-CV,DPA1,field_1,hlaminer,0.5
INCOV006-CV,DPA1,field_1,optitype,0
INCOV006-CV,DPA1,field_1,phlat,0
INCOV006-CV,DPA1,field_2,arcasHLA,1
