sample,genotyper,celltype,gene,TE,seTE,lower,upper,n_cells
INCOV007-BL,hlaminer,cDC,DQA1,4.321903624099577,1.2463732222818777,1.8790569971319622,6.764750251067192,7
INCOV007-BL,hlaminer,CD14 Monocyte,DQA1,2.543110520075055,1.6616223177542586,-0.713609378631261,5.7998304187813705,5
INCOV007-BL,hlaminer,CD4 T,DQA1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV007-BL,hlaminer,B,DQB1,3.1161672383794627,0.26968627863066397,2.5875918451387276,3.644742631620198,172
INCOV007-BL,hlaminer,CD4 T,DQB1,2.5260381306813833,0.4112677481561615,1.7199681562924176,3.3321081050703487,82
INCOV007-BL,hlaminer,CD14 Monocyte,DQB1,2.6113863631884264,0.2572840671479174,2.1071188577825235,3.1156538685943294,206
INCOV007-BL,hlaminer,NK,DQB1,2.620803439291042,0.5622950364379182,1.5187254191870854,3.722881459394999,43
INCOV007-BL,hlaminer,CD8 T,DQB1,2.803134561789676,0.4973402907392714,1.828365503880025,3.777903619699327,53
INCOV007-BL,hlaminer,CD16 Monocyte,DQB1,2.5780310367783383,1.3086128555758418,0.013196970143573683,5.1428651034131025,8
INCOV007-BL,hlaminer,cDC,DQB1,4.749686669632982,0.9770728749527616,2.8346590244545613,6.664714314811402,11
INCOV007-BL,hlaminer,pDC,DQB1,2.7449431312981134,2.5687443961981034,-2.289703370739255,7.7795896333354815,2
INCOV007-BL,hlaminer,CD14 Monocyte,DRB1,2.9262056344404965,0.09615430849154279,2.7377466528387187,3.1146646160422744,949
INCOV007-BL,hlaminer,B,DRB1,2.82060922946212,0.1774324386126113,2.472848040092288,3.168370418831952,231
INCOV007-BL,hlaminer,CD8 T,DRB1,2.60354678126662,0.5123959648892364,1.5992691442600666,3.6078244182731734,48
INCOV007-BL,hlaminer,NK,DRB1,2.729148731203338,0.5387005391995848,1.673315075919844,3.7849823864868313,46
INCOV007-BL,hlaminer,pDC,DRB1,2.5154199690352255,1.1189256604050795,0.3223659732635751,4.708473964806876,5
INCOV007-BL,hlaminer,CD4 T,DRB1,2.5750558040547227,0.5798855888870752,1.4385009346822553,3.71161067342719,41
INCOV007-BL,hlaminer,CD16 Monocyte,DRB1,3.8474966250110034,0.7021821368701043,2.4712449261582243,5.2237483238637825,14
INCOV007-BL,hlaminer,cDC,DRB1,3.3156279811461027,0.29901863144998214,2.729562232797682,3.9016937294945233,12
INCOV007-BL,invitro,CD14 Monocyte,A,0.6135957218821778,0.031947291773330534,0.5509801806028573,0.6762112631614984,1133
INCOV007-BL,invitro,NK,A,0.551780071018924,0.07226630145094023,0.41014072287916653,0.6934194191586815,137
INCOV007-BL,invitro,B,A,0.6123587334222754,0.08250274960985682,0.4506563155614301,0.7740611512831208,230
INCOV007-BL,invitro,CD8 T,A,0.6615467429465519,0.07282456604750306,0.5188132163036875,0.8042802695894163,126
INCOV007-BL,invitro,CD4 T,A,0.5818003959468496,0.03990627457650062,0.503585535019742,0.6600152568739572,696
INCOV007-BL,invitro,pDC,A,0.4748986260612853,0.537330310683769,-0.5782494306806196,1.5280466828031902,5
INCOV007-BL,invitro,CD16 Monocyte,A,0.5230913890202459,0.22226705250603485,0.08745597115854453,0.9587268068819472,15
INCOV007-BL,invitro,cDC,A,0.37956515406288754,0.17716701764509746,0.032324180230124344,0.7268061278956508,12
INCOV007-BL,invitro,CD14 Monocyte,B,1.3267451907491525,0.03366332842605002,1.260766279434351,1.392724102063954,1158
INCOV007-BL,invitro,B,B,2.478579507851017,0.13305622301643022,2.2177941028198846,2.7393649128821496,239
INCOV007-BL,invitro,CD8 T,B,2.512275367323124,0.13290769739877428,2.2517810671533787,2.7727696674928697,126
INCOV007-BL,invitro,CD4 T,B,2.6870676717807234,0.07460050392812191,2.540853370853066,2.833281972708381,708
INCOV007-BL,invitro,NK,B,2.120774603131977,0.12187139819106473,1.8819110519319504,2.359638154332004,139
INCOV007-BL,invitro,pDC,B,1.8425975030371333,0.6776486028007411,0.5144306473737925,3.170764358700474,5
INCOV007-BL,invitro,CD16 Monocyte,B,1.555542010898145,0.23466937548797587,1.095598486667206,2.015485535129084,16
INCOV007-BL,invitro,cDC,B,2.1309540842657944,0.23169755482724352,1.6768352214984026,2.5850729470331864,12
INCOV007-BL,invitro,CD14 Monocyte,C,0.4327417370636521,0.021174545048168788,0.3912403913802203,0.4742430827470839,1180
INCOV007-BL,invitro,NK,C,0.48220597090565975,0.05261580357558422,0.3790808908798809,0.5853310509314386,141
INCOV007-BL,invitro,B,C,0.5561227626994157,0.05521051944193434,0.447912133025476,0.6643333923733554,242
INCOV007-BL,invitro,CD8 T,C,0.40383750667321505,0.05294222271482894,0.300072656890652,0.5076023564557781,129
INCOV007-BL,invitro,CD4 T,C,0.48822974626768145,0.027925159846618433,0.4334974387057853,0.5429620538295776,710
INCOV007-BL,invitro,pDC,C,0.2810919446694266,0.29617147341575734,-0.29939347647361975,0.861577365812473,5
INCOV007-BL,invitro,CD16 Monocyte,C,0.34353171282048045,0.13180861304463784,0.08519157840081398,0.601871847240147,17
INCOV007-BL,invitro,cDC,C,0.24309501114151405,0.11352298352438606,0.0205940520161835,0.4655959702668446,12
INCOV007-BL,invitro,CD14 Monocyte,DPA1,3.474750855032758,0.12089865146421282,3.23779385238344,3.711707857682076,825
INCOV007-BL,invitro,B,DPA1,4.379529840078648,0.21355805688757082,3.9609637399706537,4.798095940186643,237
INCOV007-BL,invitro,CD8 T,DPA1,3.0553352613144416,0.38028628938098347,2.309987830313337,3.800682692315546,87
INCOV007-BL,invitro,NK,DPA1,3.0116993448193465,0.38908148518371405,2.2491136468079125,3.7742850428307806,84
INCOV007-BL,invitro,pDC,DPA1,4.71317685481483,1.4463589798063907,1.8783653456782097,7.5479883639514505,5
INCOV007-BL,invitro,CD4 T,DPA1,2.638382477479737,0.28961695369553386,2.0707436789242863,3.206021276035188,162
INCOV007-BL,invitro,CD16 Monocyte,DPA1,4.8009891959948785,0.871410023885715,3.093056933411689,6.508921458578068,14
INCOV007-BL,invitro,cDC,DPA1,6.480350742422445,0.9169965168592019,4.683070595429733,8.277630889415157,12
INCOV007-BL,invitro,CD14 Monocyte,DPB1,1.2982466448905436,0.12384041986547334,1.0555238821238973,1.54096940765719,396
INCOV007-BL,invitro,B,DPB1,1.0058632896472157,0.12459580775248844,0.761659993827662,1.2500665854667694,212
INCOV007-BL,invitro,CD8 T,DPB1,1.2224990905554054,0.36193708929413937,0.5131154308696348,1.931882750241176,59
INCOV007-BL,invitro,NK,DPB1,2.5885310517913993,0.5712623097838962,1.4688774988897995,3.708184604692999,42
INCOV007-BL,invitro,pDC,DPB1,1.391855563564078,0.8445152251686882,-0.2633638621622847,3.0470749892904405,5
INCOV007-BL,invitro,CD4 T,DPB1,1.957877515814291,0.4427657610600988,1.0900725705490304,2.8256824610795515,59
INCOV007-BL,invitro,CD16 Monocyte,DPB1,0.9560465920957673,0.4885400312520824,-0.001474274164386502,1.913567458355921,11
INCOV007-BL,invitro,cDC,DPB1,0.6275670786875003,0.16625950862308692,0.30170442969892347,0.953429727676077,12
INCOV007-BL,invitro,B,DQA1,3.6170348500452834,0.23498440644946886,3.156473876475803,4.077595823614764,210
INCOV007-BL,invitro,CD14 Monocyte,DQA1,2.448423418771059,0.5658903153529413,1.339298781479281,3.5575480560628376,44
INCOV007-BL,invitro,pDC,DQA1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV007-BL,invitro,CD4 T,DQA1,2.3978952727983702,1.008620849138078,0.42103473443153083,4.37475581116521,14
INCOV007-BL,invitro,CD16 Monocyte,DQA1,2.909385150107567,2.0863196837837163,-1.1797262903455104,6.998496590560645,3
INCOV007-BL,invitro,NK,DQA1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV007-BL,invitro,cDC,DQA1,4.673165183255385,1.0977786674637948,2.5215585320299754,6.824771834480795,9
INCOV007-BL,invitro,CD8 T,DQA1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV007-BL,invitro,CD14 Monocyte,DQB1,2.661742929538913,0.2344528961510391,2.2022236970117666,3.121262162066059,246
INCOV007-BL,invitro,B,DQB1,3.1471587421055593,0.26671164235785894,2.6244135288266284,3.6699039553844903,175
INCOV007-BL,invitro,CD4 T,DQB1,2.5136644000583868,0.3909073444472001,1.7475000836496812,3.279828716467092,91
INCOV007-BL,invitro,NK,DQB1,2.6364933230787506,0.5426704386340341,1.5728788078814906,3.7001078382760104,46
INCOV007-BL,invitro,CD8 T,DQB1,2.787972666548914,0.4802991058164145,1.8466037173419496,3.729341615755879,57
INCOV007-BL,invitro,CD16 Monocyte,DQB1,2.6391839906001424,1.3029653025696963,0.08541892445820398,5.192949056742081,8
INCOV007-BL,invitro,cDC,DQB1,4.805991580242208,0.9757999618350383,2.8934587989299736,6.718524361554442,11
INCOV007-BL,invitro,pDC,DQB1,2.7449431312981134,2.5687443961981034,-2.289703370739255,7.7795896333354815,2
INCOV007-BL,invitro,CD14 Monocyte,DRB1,1.373826434768422,0.0766964728568799,1.2235041102276836,1.5241487593091603,828
INCOV007-BL,invitro,B,DRB1,1.6935508467687668,0.16215105585642223,1.3757406172350366,2.0113610763024967,211
INCOV007-BL,invitro,CD8 T,DRB1,1.87840707806603,0.5034228193535244,0.8917164831375087,2.865097672994551,42
INCOV007-BL,invitro,NK,DRB1,2.1442943416697133,0.5801762727379229,1.007169742418697,3.2814189409207297,32
INCOV007-BL,invitro,pDC,DRB1,0.8785633012561759,0.9989801643421214,-1.0794018421242861,2.8365284446366377,5
INCOV007-BL,invitro,CD4 T,DRB1,1.6353656640536713,0.47182763293768604,0.7106004965850223,2.5601308315223203,44
INCOV007-BL,invitro,CD16 Monocyte,DRB1,1.385099707019648,0.3972080620857999,0.6065862109625306,2.1636132030767654,14
INCOV007-BL,invitro,cDC,DRB1,1.899289875796561,0.22681218622078103,1.4547461595490385,2.3438335920440836,12
INCOV007-BL,phlat,CD14 Monocyte,A,0.6135957218821778,0.031947291773330534,0.5509801806028573,0.6762112631614984,1133
INCOV007-BL,phlat,NK,A,0.551780071018924,0.07226630145094023,0.41014072287916653,0.6934194191586815,137
INCOV007-BL,phlat,B,A,0.6123587334222754,0.08250274960985682,0.4506563155614301,0.7740611512831208,230
INCOV007-BL,phlat,CD8 T,A,0.6615467429465519,0.07282456604750306,0.5188132163036875,0.8042802695894163,126
INCOV007-BL,phlat,CD4 T,A,0.5818003959468496,0.03990627457650062,0.503585535019742,0.6600152568739572,696
INCOV007-BL,phlat,pDC,A,0.4748986260612853,0.537330310683769,-0.5782494306806196,1.5280466828031902,5
INCOV007-BL,phlat,CD16 Monocyte,A,0.5230913890202459,0.22226705250603485,0.08745597115854453,0.9587268068819472,15
INCOV007-BL,phlat,cDC,A,0.37956515406288754,0.17716701764509746,0.032324180230124344,0.7268061278956508,12
INCOV007-BL,phlat,CD14 Monocyte,B,1.3267451907491525,0.03366332842605002,1.260766279434351,1.392724102063954,1158
INCOV007-BL,phlat,B,B,2.478579507851017,0.13305622301643022,2.2177941028198846,2.7393649128821496,239
INCOV007-BL,phlat,CD8 T,B,2.512275367323124,0.13290769739877428,2.2517810671533787,2.7727696674928697,126
INCOV007-BL,phlat,CD4 T,B,2.6870676717807234,0.07460050392812191,2.540853370853066,2.833281972708381,708
INCOV007-BL,phlat,NK,B,2.1208434774107676,0.12187131393053133,1.8819800913583518,2.3597068634631837,139
INCOV007-BL,phlat,pDC,B,1.8425975030371333,0.6776486028007411,0.5144306473737925,3.170764358700474,5
INCOV007-BL,phlat,CD16 Monocyte,B,1.555542010898145,0.23466937548797587,1.095598486667206,2.015485535129084,16
INCOV007-BL,phlat,cDC,B,2.1309540842657944,0.23169755482724352,1.6768352214984026,2.5850729470331864,12
INCOV007-BL,phlat,CD14 Monocyte,C,0.4327417370636521,0.021174545048168788,0.3912403913802203,0.4742430827470839,1180
INCOV007-BL,phlat,NK,C,0.48220597090565975,0.05261580357558422,0.3790808908798809,0.5853310509314386,141
INCOV007-BL,phlat,B,C,0.5561227626994157,0.05521051944193434,0.447912133025476,0.6643333923733554,242
INCOV007-BL,phlat,CD8 T,C,0.40383750667321505,0.05294222271482894,0.300072656890652,0.5076023564557781,129
INCOV007-BL,phlat,CD4 T,C,0.48822974626768145,0.027925159846618433,0.4334974387057853,0.5429620538295776,710
INCOV007-BL,phlat,pDC,C,0.2810919446694266,0.29617147341575734,-0.29939347647361975,0.861577365812473,5
INCOV007-BL,phlat,CD16 Monocyte,C,0.34353171282048045,0.13180861304463784,0.08519157840081398,0.601871847240147,17
INCOV007-BL,phlat,cDC,C,0.24309501114151405,0.11352298352438606,0.0205940520161835,0.4655959702668446,12
INCOV007-BL,phlat,B,DQA1,3.6170348500452834,0.23498440644946886,3.156473876475803,4.077595823614764,210
INCOV007-BL,phlat,CD14 Monocyte,DQA1,2.448423418771059,0.5658903153529413,1.339298781479281,3.5575480560628376,44
INCOV007-BL,phlat,pDC,DQA1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV007-BL,phlat,CD4 T,DQA1,2.3978952727983702,1.008620849138078,0.42103473443153083,4.37475581116521,14
INCOV007-BL,phlat,CD16 Monocyte,DQA1,2.909385150107567,2.0863196837837163,-1.1797262903455104,6.998496590560645,3
INCOV007-BL,phlat,NK,DQA1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV007-BL,phlat,cDC,DQA1,4.673165183255385,1.0977786674637948,2.5215585320299754,6.824771834480795,9
INCOV007-BL,phlat,CD8 T,DQA1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV007-BL,phlat,CD14 Monocyte,DQB1,2.730492453539897,0.20238274281154198,2.3338295665368425,3.1271553405429517,326
INCOV007-BL,phlat,B,DQB1,3.1485570568950756,0.26444075210987406,2.630262706715038,3.666851407075113,178
INCOV007-BL,phlat,CD4 T,DQB1,2.510054300067151,0.3847641209378598,1.7559304804857323,3.2641781196485695,94
INCOV007-BL,phlat,NK,DQB1,2.651176647052326,0.5305722182218051,1.611274208140062,3.69107908596459,48
INCOV007-BL,phlat,CD8 T,DQB1,2.787972666548914,0.4802991058164145,1.8466037173419496,3.729341615755879,57
INCOV007-BL,phlat,CD16 Monocyte,DQB1,2.7901364123152024,1.0937331909937713,0.6464587492713427,4.933814075359062,11
INCOV007-BL,phlat,cDC,DQB1,4.702814503590161,0.9395881210586491,2.8612556260135484,6.544373381166773,12
INCOV007-BL,phlat,pDC,DQB1,2.792584061468906,2.0996328415117835,-1.3226206886516838,6.907788811589496,3
INCOV007-BL,phlat,CD14 Monocyte,DRB1,1.4269121303179395,0.05959978833129283,1.3100986917023951,1.543725568933484,939
INCOV007-BL,phlat,B,DRB1,1.7438290685503992,0.10101939870911143,1.5458346853406488,1.9418234517601496,237
INCOV007-BL,phlat,CD8 T,DRB1,1.7636729828472812,0.32448042035717,1.1277030452588108,2.3996429204357517,78
INCOV007-BL,phlat,NK,DRB1,1.7113934507292192,0.3953232927773166,0.9365740346358956,2.4862128668225427,57
INCOV007-BL,phlat,pDC,DRB1,1.8916199455478702,0.5891854541891872,0.7368376751221897,3.0464022159735507,5
INCOV007-BL,phlat,CD4 T,DRB1,1.7337643794706832,0.3301717547591879,1.086639631430284,2.3808891275110824,85
INCOV007-BL,phlat,CD16 Monocyte,DRB1,1.5113752964041527,0.297648004859062,0.9279959268101883,2.094754665998117,15
INCOV007-BL,phlat,cDC,DRB1,2.1090227825094314,0.14996458795364356,1.815097591163901,2.402947973854962,12
INCOV008-BL,arcasHLA,CD4 T,A,0.6599067405192206,0.04414149412518462,0.5733910018100724,0.7464224792283688,593
INCOV008-BL,arcasHLA,B,A,0.7228867926872019,0.09352505079700942,0.5395810614727844,0.9061925239016194,240
INCOV008-BL,arcasHLA,CD14 Monocyte,A,0.7554960650548747,0.06248624143792161,0.6330252823072741,0.8779668478024752,686
INCOV008-BL,arcasHLA,CD8 T,A,0.7747046928146073,0.1280727921605829,0.5236866327803811,1.0257227528488335,58
INCOV008-BL,arcasHLA,NK,A,0.624843499637634,0.1388604590347472,0.35268200105283,0.897004998222438,50
INCOV008-BL,arcasHLA,CD16 Monocyte,A,0.7040826839623093,0.18408962287807196,0.3432736531937276,1.0648917147308912,51
INCOV008-BL,arcasHLA,cDC,A,0.44278327360478603,0.362930594468265,-0.26854762044072494,1.154114167650297,9
INCOV008-BL,arcasHLA,pDC,A,0.9162907318741551,1.1275764148954923,-1.2937184311378025,3.1262998948861127,1
INCOV008-BL,arcasHLA,CD4 T,B,1.073494937698026,0.0360957639668756,1.0027485403284913,1.1442413350675609,599
INCOV008-BL,arcasHLA,B,B,0.9317808491645019,0.062007115500500185,0.8102491359983062,1.0533125623306976,253
INCOV008-BL,arcasHLA,CD14 Monocyte,B,0.6409696587367931,0.04486668815251762,0.5530325658522687,0.7289067516213176,725
INCOV008-BL,arcasHLA,CD8 T,B,0.9053508992864248,0.10062255116744286,0.708134322965698,1.1025674756071515,61
INCOV008-BL,arcasHLA,NK,B,0.8336678745394885,0.1131416417359429,0.6119143315853066,1.0554214174936705,49
INCOV008-BL,arcasHLA,CD16 Monocyte,B,0.4966624767801336,0.12126048646160512,0.2589962905675808,0.7343286629926864,58
INCOV008-BL,arcasHLA,cDC,B,0.7175234096300209,0.27186036881800135,0.18468687792296246,1.2503599413370794,9
INCOV008-BL,arcasHLA,pDC,B,0.49247648509779424,0.5332876155953793,-0.5527480348703897,1.5377010050659783,1
INCOV008-BL,arcasHLA,CD4 T,C,0.4751739161955018,0.036322194980813904,0.4039837221936651,0.5463641101973385,595
INCOV008-BL,arcasHLA,B,C,0.5237270529713229,0.06840823120041392,0.38964938357242246,0.6578047223702235,246
INCOV008-BL,arcasHLA,CD14 Monocyte,C,0.7258619713501028,0.0506371053286942,0.6266150686245009,0.8251088740757047,704
INCOV008-BL,arcasHLA,CD8 T,C,0.4533481578549891,0.09739605968161004,0.26245538864291984,0.6442409270670584,60
INCOV008-BL,arcasHLA,NK,C,0.4485853448372971,0.10839026272585288,0.23614433361979126,0.661026356054803,47
INCOV008-BL,arcasHLA,CD16 Monocyte,C,0.6067291970582377,0.13703604947366976,0.338143475506196,0.8753149186102793,54
INCOV008-BL,arcasHLA,cDC,C,0.3779481932967469,0.27594054308709515,-0.16288533302838248,0.9187817196218763,9
INCOV008-BL,arcasHLA,pDC,C,0.11778303565638346,0.686589563537176,-1.2279077810375565,1.4634738523503232,1
INCOV008-BL,arcasHLA,CD4 T,DPA1,2.5531529196378027,0.3350331322316099,1.8965000468362019,3.2098057924394032,123
INCOV008-BL,arcasHLA,B,DPA1,4.386160947927122,0.20814590221869014,3.9782024760488937,4.79411941980535,250
INCOV008-BL,arcasHLA,CD14 Monocyte,DPA1,3.253704944321455,0.16287203407527678,2.9344816234451323,3.572928265197778,465
INCOV008-BL,arcasHLA,CD8 T,DPA1,2.9520565904558076,0.5880041868274314,1.799589561515281,4.104523619396334,37
INCOV008-BL,arcasHLA,NK,DPA1,2.784422995847239,0.6974795723074879,1.4173881541721627,4.151457837522315,27
INCOV008-BL,arcasHLA,CD16 Monocyte,DPA1,4.304053069268123,0.4466609196469624,3.428613753458538,5.179492385077708,55
INCOV008-BL,arcasHLA,cDC,DPA1,5.847831021406791,1.063489506842924,3.763429890058397,7.932232152755185,9
INCOV008-BL,arcasHLA,pDC,DPA1,5.303304908059076,3.2012139956212384,-0.9709592301641123,11.577569046282264,1
INCOV008-BL,arcasHLA,CD4 T,DPB1,1.89841506071141,0.38623505679692843,1.1414082598226485,2.6554218616001717,74
INCOV008-BL,arcasHLA,B,DPB1,0.9258457398028334,0.11244492531687386,0.7054577359374645,1.1462337436682022,231
INCOV008-BL,arcasHLA,CD14 Monocyte,DPB1,1.0999980019896132,0.13968994927340742,0.8262107324115076,1.3737852715677188,303
INCOV008-BL,arcasHLA,CD16 Monocyte,DPB1,0.7493914163581489,0.21466177057180366,0.32866207717981377,1.1701207555364839,48
INCOV008-BL,arcasHLA,NK,DPB1,1.4005406018114377,0.9120627210228724,-0.3870694830349948,3.1881506866578704,12
INCOV008-BL,arcasHLA,CD8 T,DPB1,1.441573966237527,0.5476794957921871,0.3681418794137845,2.5150060530612697,26
INCOV008-BL,arcasHLA,cDC,DPB1,0.5523684967352961,0.21700720661126044,0.1270421873915834,0.9776948060790087,9
INCOV008-BL,arcasHLA,pDC,DPB1,3.9318256327243257,3.3113908257110514,-2.558381124405685,10.422032389854337,1
INCOV008-BL,arcasHLA,B,DQA1,1.0035072959125655,0.13828442926450385,0.7324747949314614,1.2745397968936696,214
INCOV008-BL,arcasHLA,CD14 Monocyte,DQA1,1.5635440026314047,0.23537243301603705,1.1022225109664059,2.0248654942964035,149
INCOV008-BL,arcasHLA,NK,DQA1,2.5780310367783383,1.3086128555758418,0.013196970143573683,5.1428651034131025,8
INCOV008-BL,arcasHLA,CD4 T,DQA1,1.9583191232425374,0.8965441049972095,0.20112496689631043,3.715513279588764,15
INCOV008-BL,arcasHLA,CD16 Monocyte,DQA1,1.1877715839293896,0.36865072971993734,0.4652294308039029,1.9103137370548764,35
INCOV008-BL,arcasHLA,CD8 T,DQA1,1.2686259559494386,1.372504111130506,-1.4214326704995128,3.95868458239839,5
INCOV008-BL,arcasHLA,cDC,DQA1,0.2139393626603622,0.23194705898372484,-0.24066851926772595,0.6685472445884504,8
INCOV008-BL,arcasHLA,pDC,DQA1,1.0986122886681098,1.5275252316519465,-1.895282150845908,4.092506728182127,1
INCOV008-BL,arcasHLA,B,DQB1,2.2442878782578983,0.3563854966820003,1.5457851401487588,2.942790616367038,97
INCOV008-BL,arcasHLA,CD4 T,DQB1,2.5780310367783383,1.8506580482511399,-1.0491920854930847,6.205254159049762,4
INCOV008-BL,arcasHLA,CD14 Monocyte,DQB1,1.8994432853786576,0.3429783775827487,1.2272180178404906,2.5716685529168246,96
INCOV008-BL,arcasHLA,NK,DQB1,2.3978952727983707,1.886956825315847,-1.3004721452027268,6.096262690799469,4
INCOV008-BL,arcasHLA,CD16 Monocyte,DQB1,1.715803539470287,0.663133143891411,0.41608646048830455,3.0155206184522694,24
INCOV008-BL,arcasHLA,cDC,DQB1,1.6237710475133065,0.9582609825631099,-0.25438596610035313,3.501928061126966,8
INCOV008-BL,arcasHLA,pDC,DQB1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV008-BL,arcasHLA,CD8 T,DQB1,2.3978952727983707,1.6877454928053721,-0.9100251081699628,5.705815653766704,5
INCOV008-BL,arcasHLA,CD4 T,DRB1,1.9763235842528533,0.37732659067912644,1.2367770561124787,2.715870112393228,76
INCOV008-BL,arcasHLA,B,DRB1,0.8949990870653383,0.08439198766051853,0.7295938306669734,1.0604043434637032,246
INCOV008-BL,arcasHLA,CD14 Monocyte,DRB1,0.8381283251414595,0.06088920650546937,0.7187876733435177,0.9574689769394014,609
INCOV008-BL,arcasHLA,CD8 T,DRB1,1.6608275227456364,0.47352378672831064,0.7327379549351222,2.5889170905561505,30
INCOV008-BL,arcasHLA,NK,DRB1,1.4141563297231425,0.4615628701180474,0.509509727690831,2.318802931755454,24
INCOV008-BL,arcasHLA,CD16 Monocyte,DRB1,0.7445304559711697,0.12809959928318865,0.49345985494210715,0.9956010570002323,54
INCOV008-BL,arcasHLA,cDC,DRB1,0.5789485127038533,0.134453920735833,0.31542367048141745,0.842473354926289,9
INCOV008-BL,arcasHLA,pDC,DRB1,0.28768207245178085,1.0745984853711197,-1.8184922567169055,2.393856401620467,1
INCOV008-BL,hlaminer,B,A,2.6945835488254706,0.3082416664948757,2.0904409839609075,3.2987261136900337,137
INCOV008-BL,hlaminer,CD14 Monocyte,A,2.8509898944109553,0.137697868724628,2.58110703096276,3.1208727578591504,605
INCOV008-BL,hlaminer,CD4 T,A,2.652492789597728,0.17418683697718806,2.3110928625414897,2.9938927166539666,388
INCOV008-BL,hlaminer,CD8 T,A,2.3071789859212797,0.42521439129769,1.4737740932696857,3.1405838785728735,50
INCOV008-BL,hlaminer,NK,A,3.1138088671555892,0.5639264883522228,2.0085332600570864,4.2190844742540925,39
INCOV008-BL,hlaminer,CD16 Monocyte,A,2.364343597975035,0.43495290436387013,1.5118515704507554,3.216835625499315,45
INCOV008-BL,hlaminer,cDC,A,2.881891994575864,1.20268453884832,0.5246736136699934,5.239110375481735,9
INCOV008-BL,hlaminer,pDC,A,3.9318256327243257,3.3113908257110514,-2.558381124405685,10.422032389854337,1
INCOV008-BL,hlaminer,CD4 T,B,2.4410061645502927,0.39309879290778044,1.670546688084874,3.211465641015711,87
INCOV008-BL,hlaminer,CD14 Monocyte,B,2.6006018315676607,0.22246667024785496,2.1645751701213167,3.0366284930140046,276
INCOV008-BL,hlaminer,NK,B,2.6124233439852707,1.1660244148745447,0.3270574857367734,4.897789202233768,10
INCOV008-BL,hlaminer,CD16 Monocyte,B,2.762823020175216,0.6445157730027595,1.4995953176218149,4.026050722728618,32
INCOV008-BL,hlaminer,B,B,2.457072000826282,0.7500439008800454,0.9870129682774631,3.9271310333751006,25
INCOV008-BL,hlaminer,CD8 T,B,1.8492045336478182,0.9567064567573318,-0.02590566537347838,3.724314732669115,13
INCOV008-BL,hlaminer,pDC,B,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV008-BL,hlaminer,cDC,B,2.8495732712279715,2.0721714112468166,-1.211808064609325,6.910954607065268,3
INCOV008-BL,hlaminer,CD4 T,C,0.4986864440038749,0.0348836699023349,0.43031570734671465,0.5670571806610352,593
INCOV008-BL,hlaminer,B,C,0.5805621791883173,0.06585938223689729,0.4514801619599417,0.709644196416693,244
INCOV008-BL,hlaminer,CD14 Monocyte,C,0.8672330313021822,0.0558649972650754,0.7577396486662058,0.9767264139381586,668
INCOV008-BL,hlaminer,CD8 T,C,0.5322662785029717,0.09476857870176533,0.34652327738146205,0.7180092796244814,59
INCOV008-BL,hlaminer,NK,C,0.4283879742999697,0.10611999415107633,0.22039660772425898,0.6363793408756805,47
INCOV008-BL,hlaminer,CD16 Monocyte,C,0.7102375534755256,0.14281307857893583,0.4303290629395228,0.9901460440115285,49
INCOV008-BL,hlaminer,cDC,C,0.3518662317189712,0.27476043687282586,-0.18665432892825845,0.8903867923662008,9
INCOV008-BL,hlaminer,pDC,C,0.13353139262452257,0.7311113523423156,-1.2994205266547894,1.5664833119038344,1
INCOV008-BL,hlaminer,CD4 T,DPA1,2.5194828725608236,0.46992600531890705,1.598444826736988,3.4405209183846592,63
INCOV008-BL,hlaminer,B,DPA1,3.879568484788147,0.21468876107374063,3.4587862451980906,4.3003507243782035,236
INCOV008-BL,hlaminer,CD8 T,DPA1,2.648198415350662,0.7089567066142358,1.2586688037886307,4.037728026912694,27
INCOV008-BL,hlaminer,CD14 Monocyte,DPA1,2.8554414465627898,0.2278601756879745,2.4088437087033907,3.302039184422189,245
INCOV008-BL,hlaminer,CD16 Monocyte,DPA1,3.6041495444499185,0.4898757900271514,2.644010639098596,4.564288449801241,49
INCOV008-BL,hlaminer,NK,DPA1,2.586196845480513,0.8725711298358441,0.8759888570528356,4.29640483390819,18
INCOV008-BL,hlaminer,cDC,DPA1,5.036141634567372,1.07756594428116,2.9241511928094037,7.148132076325339,9
INCOV008-BL,hlaminer,pDC,DPA1,4.61512051684126,3.239007064477507,-1.7332166752054574,10.963457708887976,1
INCOV008-BL,hlaminer,B,DPB1,2.424683205082649,0.36914582888947384,1.701170675416095,3.148195734749203,94
INCOV008-BL,hlaminer,CD4 T,DPB1,2.3978952727983702,1.0894350310453058,0.2626418484532955,4.533148697143445,12
