sample,genotyper,celltype,gene,TE,seTE,lower,upper,n_cells
INCOV042-BL,arcasHLA,CD8 T,DPA1,3.1952483935457217,0.5349727554836466,2.146721060087622,4.243775727003822,43
INCOV042-BL,arcasHLA,CD14 Monocyte,DPA1,3.287828618507631,0.32998938326440563,2.641061312028812,3.9345959249864504,114
INCOV042-BL,arcasHLA,B,DPA1,4.633234980839544,0.376595749551367,3.8951208749879984,5.371349086691089,75
INCOV042-BL,arcasHLA,pDC,DPA1,4.283102785470374,0.9110251702244359,2.4975262628210078,6.068679308119739,13
INCOV042-BL,arcasHLA,CD16 Monocyte,DPA1,4.770353192631058,0.9070125172304921,2.9926413253322783,6.548065059929837,13
INCOV042-BL,arcasHLA,cDC,DPA1,7.059902651757314,2.241385758755416,2.666867289135718,11.45293801437891,2
INCOV042-BL,arcasHLA,CD4 T,DPB1,2.5569596892579516,0.32248868332160113,1.9248934845258707,3.1890258939900322,133
INCOV042-BL,arcasHLA,CD8 T,DPB1,2.902287894900558,0.6271142787535833,1.673166494352723,4.1314092954483925,33
INCOV042-BL,arcasHLA,B,DPB1,3.9142459112487225,0.39873667071265767,3.1327363973365068,4.695755425160939,71
INCOV042-BL,arcasHLA,CD14 Monocyte,DPB1,3.0465090811142836,0.3438782411976298,2.3725201132999514,3.720498048928616,108
INCOV042-BL,arcasHLA,NK,DPB1,2.5259856317986924,0.4215884093903473,1.699687533094084,3.352283730503301,78
INCOV042-BL,arcasHLA,pDC,DPB1,4.427867425876848,0.8766674567319569,2.7096307842638865,6.146104067489809,14
INCOV042-BL,arcasHLA,CD16 Monocyte,DPB1,3.8321380920676584,0.9467395254384061,1.9765627194678406,5.6877134646674765,13
INCOV042-BL,arcasHLA,cDC,DPB1,6.380516557346028,2.2466539459191384,1.9771557376197197,10.783877377072336,2
INCOV042-BL,arcasHLA,CD8 T,DQA1,1.846599379091638,1.0020154103370944,-0.1173147371231904,3.8105134953064663,10
INCOV042-BL,arcasHLA,B,DQA1,0.7922502491985554,0.24151144159076193,0.3188965218263132,1.2656039765707976,64
INCOV042-BL,arcasHLA,CD14 Monocyte,DQA1,2.545235228681757,0.6297461882609592,1.3109553802888967,3.7795150770746173,31
INCOV042-BL,arcasHLA,pDC,DQA1,1.8658685988747479,0.6526483848749495,0.5867012699516114,3.1450359277978843,12
INCOV042-BL,arcasHLA,NK,DQA1,2.3978952727983702,1.1378777791223387,0.16769580691016417,4.628094738686576,11
INCOV042-BL,arcasHLA,CD16 Monocyte,DQA1,2.7671829924922227,1.2877200349552957,0.243298101809184,5.291067883175261,8
INCOV042-BL,arcasHLA,CD4 T,DQA1,2.4447219261618227,0.7232068355338982,1.0272625751422004,3.862181277181445,27
INCOV042-BL,arcasHLA,cDC,DQA1,0.8658359329170877,0.377241574064055,0.1264560342803407,1.6052158315538347,2
INCOV042-BL,arcasHLA,CD8 T,DQB1,2.3978952727983702,2.1788700620906116,-1.8726115758917792,6.668402121488519,3
INCOV042-BL,arcasHLA,B,DQB1,1.7046371901877073,0.449142018179648,0.8243350106119632,2.5849393697634513,42
INCOV042-BL,arcasHLA,CD14 Monocyte,DQB1,2.3030569466346815,0.5485077960420698,1.2280014211527834,3.3781124721165794,44
INCOV042-BL,arcasHLA,CD4 T,DQB1,2.8495732712279715,2.0721714112468166,-1.211808064609325,6.910954607065268,3
INCOV042-BL,arcasHLA,CD16 Monocyte,DQB1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV042-BL,arcasHLA,pDC,DQB1,2.543110520075055,1.6616223177542586,-0.713609378631261,5.7998304187813705,5
INCOV042-BL,arcasHLA,cDC,DQB1,0.40914495438113896,1.1627509106112375,-1.8698049534080377,2.6880948621703156,2
INCOV042-BL,arcasHLA,NK,DQB1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV042-BL,arcasHLA,CD14 Monocyte,DRB1,1.101863574201652,0.22012712751934366,0.6704223322434828,1.5333048161598213,109
INCOV042-BL,arcasHLA,CD8 T,DRB1,1.386295559326439,0.7562203063818239,-0.09586900555978084,2.8684601242126586,13
INCOV042-BL,arcasHLA,B,DRB1,0.914906947429076,0.26612573536098516,0.3933100907623076,1.4365038040958442,55
INCOV042-BL,arcasHLA,pDC,DRB1,0.4947164558091212,0.4241412897572661,-0.3365851964714875,1.32601810808973,14
INCOV042-BL,arcasHLA,CD4 T,DRB1,1.8687258517621006,0.9836757586810333,-0.059243207717837754,3.7966949112420387,12
INCOV042-BL,arcasHLA,CD16 Monocyte,DRB1,0.8298899413658196,0.4803052502585192,-0.11149105072637533,1.7712709334580146,11
INCOV042-BL,arcasHLA,NK,DRB1,2.3978952727983707,1.2579712168772315,-0.06768300586902765,4.863473551465769,9
INCOV042-BL,arcasHLA,cDC,DRB1,0.0984488916589786,0.362505738917084,-0.6120493008075857,0.808947084125543,2
INCOV042-BL,hlaminer,CD14 Monocyte,A,0.6670968014022767,0.09982038624354629,0.4714524394420485,0.8627411633625048,203
INCOV042-BL,hlaminer,CD4 T,A,0.4995957491338175,0.03578563719815728,0.4294571890616124,0.5697343092060225,766
INCOV042-BL,hlaminer,NK,A,0.39900957898693795,0.04850464958915732,0.3039422127094541,0.4940769452644218,252
INCOV042-BL,hlaminer,CD8 T,A,0.4939958964773992,0.10639704702237164,0.2854615162521362,0.7025302767026622,64
INCOV042-BL,hlaminer,B,A,0.5631096487106467,0.11502856747959174,0.3376577992574117,0.7885614981638818,76
INCOV042-BL,hlaminer,pDC,A,0.40128807209356565,0.17635818561876768,0.055632379901951357,0.74694376428518,16
INCOV042-BL,hlaminer,CD16 Monocyte,A,0.29055819915075004,0.23351981996651328,-0.16713223765989327,0.7482486359613933,12
INCOV042-BL,hlaminer,cDC,A,0.7143009135084412,0.343963852828124,0.0401441499816827,1.3884576770351997,2
INCOV042-BL,hlaminer,CD14 Monocyte,B,1.2516524226949486,0.08038161019467033,1.094107361694057,1.40919748369584,232
INCOV042-BL,hlaminer,CD4 T,B,2.754912853344283,0.05392408198221416,2.649223594759758,2.8606021119288076,777
INCOV042-BL,hlaminer,NK,B,2.654927236815233,0.07167340880749079,2.5144499369033353,2.7954045367271307,249
INCOV042-BL,hlaminer,CD8 T,B,2.314833321567683,0.13526235055975663,2.0497239860063288,2.579942657129037,63
INCOV042-BL,hlaminer,B,B,2.5692038506054438,0.1586709101904041,2.2582145812380623,2.8801931199728252,76
INCOV042-BL,hlaminer,pDC,B,2.0488275217613916,0.20308903448658647,1.6507803285126692,2.446874715010114,14
INCOV042-BL,hlaminer,CD16 Monocyte,B,1.559406537056143,0.211535381359453,1.1448048081356696,1.9740082659766163,13
INCOV042-BL,hlaminer,cDC,B,3.439926300521202,0.8710923018240577,1.7326167617359547,5.1472358393064495,2
INCOV042-BL,hlaminer,CD14 Monocyte,C,1.730084743887961,0.172659343045204,1.3916786499250149,2.068490837850907,186
INCOV042-BL,hlaminer,CD4 T,C,1.1627345364825923,0.06724862651010706,1.030929650512997,1.2945394224521876,726
INCOV042-BL,hlaminer,NK,C,1.1352306863558768,0.08342471314878422,0.9717212531636746,1.298740119548079,243
INCOV042-BL,hlaminer,CD8 T,C,1.083393426851273,0.1789556444165303,0.7326468089647173,1.4341400447378287,63
INCOV042-BL,hlaminer,B,C,1.1676297037682142,0.23109349431232606,0.7146947778545434,1.620564629681885,69
INCOV042-BL,hlaminer,pDC,C,1.1882128285120983,0.3798063472656369,0.4438060667717373,1.9326195902524592,14
INCOV042-BL,hlaminer,CD16 Monocyte,C,1.4466839717082423,0.38868921807180934,0.684867103108461,2.2085008403080235,14
INCOV042-BL,hlaminer,cDC,C,1.3021979494384863,0.7137338582935008,-0.09669470736358954,2.7010906062405624,2
INCOV042-BL,hlaminer,CD4 T,DPA1,2.50667996142004,0.3481505292005068,1.8243174629884864,3.189042459851594,115
INCOV042-BL,hlaminer,CD8 T,DPA1,3.0233032435047704,0.576621407887465,1.8931460513305591,4.153460435678982,38
INCOV042-BL,hlaminer,B,DPA1,4.397163675341268,0.37925591191423325,3.653835747065476,5.14049160361706,75
INCOV042-BL,hlaminer,CD14 Monocyte,DPA1,3.1424889246287893,0.39840824850883466,2.36162310640779,3.9233547428497886,80
INCOV042-BL,hlaminer,NK,DPA1,2.6157078825974254,0.4351251367754617,1.7628782857494556,3.468537479445395,72
INCOV042-BL,hlaminer,pDC,DPA1,3.779200524569301,0.9327655052208887,1.9510137283150515,5.60738732082355,13
INCOV042-BL,hlaminer,CD16 Monocyte,DPA1,4.5255431551302205,0.9463262759222079,2.67077773669878,6.380308573561662,12
INCOV042-BL,hlaminer,cDC,DPA1,6.776014624378189,2.2431221932367587,2.3795759127116476,11.17245333604473,2
INCOV042-BL,hlaminer,CD4 T,DPB1,2.442751865859892,0.5320247743856501,1.4000024691809703,3.485501262538814,50
INCOV042-BL,hlaminer,CD8 T,DPB1,2.4764576524064985,0.936749083431983,0.6404631863289059,4.312452118484091,16
INCOV042-BL,hlaminer,CD14 Monocyte,DPB1,2.807909353317941,0.5328059234983715,1.76362893251153,3.8521897741243523,47
INCOV042-BL,hlaminer,B,DPB1,3.399114857067999,0.45521392192340904,2.5069119648368896,4.291317749299109,58
INCOV042-BL,hlaminer,NK,DPB1,2.430241378509233,0.7842187254865528,0.8932009205536864,3.9672818364647795,23
INCOV042-BL,hlaminer,pDC,DPB1,3.6273679339448286,0.9486391222322358,1.7680694200439568,5.486666447845701,13
INCOV042-BL,hlaminer,CD16 Monocyte,DPB1,3.5496615464622128,1.1412246229964609,1.3129023871188488,5.786420705805577,9
INCOV042-BL,hlaminer,cDC,DPB1,5.674712368580225,2.258462967706276,1.2482062914584775,10.101218445701974,2
INCOV042-BL,hlaminer,CD8 T,DQA1,1.6853727264648355,1.088223335607477,-0.4475058184618632,3.818251271391534,8
INCOV042-BL,hlaminer,B,DQA1,0.7816703978574985,0.26204838586404766,0.26806499935711015,1.295275796357887,55
INCOV042-BL,hlaminer,CD14 Monocyte,DQA1,2.5518294319303587,0.8545099271624201,0.8770207502600709,4.226638113600647,15
INCOV042-BL,hlaminer,pDC,DQA1,2.1188133159538363,0.7621963211498775,0.624935977351152,3.6126906545565207,12
INCOV042-BL,hlaminer,CD16 Monocyte,DQA1,2.815844113844681,1.3699369587872712,0.13081701353129782,5.500871214158064,7
INCOV042-BL,hlaminer,cDC,DQA1,0.6398527964325627,0.31236525228432777,0.027628151933512535,1.2520774409316129,2
INCOV042-BL,hlaminer,CD4 T,DQA1,2.792584061468906,2.0996328415117835,-1.3226206886516838,6.907788811589496,3
INCOV042-BL,hlaminer,CD8 T,DQB1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV042-BL,hlaminer,B,DQB1,1.7390155984391478,0.47768480746348224,0.8027705798487728,2.675260617029523,38
INCOV042-BL,hlaminer,CD14 Monocyte,DQB1,2.2265200563531415,0.6975982137471538,0.8592526817292461,3.593787430977037,26
INCOV042-BL,hlaminer,CD4 T,DQB1,2.3978952727983702,2.1788700620906116,-1.8726115758917792,6.668402121488519,3
INCOV042-BL,hlaminer,CD16 Monocyte,DQB1,2.3978952727983707,3.773913650631694,-4.998839563203824,9.794630108800565,1
INCOV042-BL,hlaminer,pDC,DQB1,2.3978952727983707,1.886956825315847,-1.3004721452027268,6.096262690799469,4
INCOV042-BL,hlaminer,cDC,DQB1,0.40914495438113896,1.1627509106112375,-1.8698049534080377,2.6880948621703156,2
INCOV042-BL,hlaminer,NK,DQB1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV042-BL,hlaminer,CD14 Monocyte,DRB1,1.3693027773585928,0.2427507371207414,0.8935200753813894,1.8450854793357963,98
INCOV042-BL,hlaminer,B,DRB1,1.2684151965765578,0.31560539827524686,0.6498399826306543,1.8869904105224613,54
INCOV042-BL,hlaminer,pDC,DRB1,0.8297407911511536,0.5083122060060544,-0.16653282552281734,1.8260144078251246,14
INCOV042-BL,hlaminer,CD4 T,DRB1,1.8301540002050178,1.0188959418445114,-0.16684534980424148,3.827153350214277,11
INCOV042-BL,hlaminer,CD8 T,DRB1,1.6049036502731417,0.8956357862091384,-0.15051023396198482,3.360317534508268,11
INCOV042-BL,hlaminer,CD16 Monocyte,DRB1,1.0425592573395859,0.5691845912074681,-0.07302204198220497,2.158140556661377,10
INCOV042-BL,hlaminer,NK,DRB1,2.3978952727983702,1.4264052841433372,-0.39780771148019234,5.193598257076933,7
INCOV042-BL,hlaminer,cDC,DRB1,0.7880068386009803,0.4298214363726171,-0.054427696472623466,1.630441373674584,2
INCOV042-BL,invitro,CD14 Monocyte,A,0.6803828480010627,0.1008196183339595,0.48278002713142804,0.8779856688706975,204
INCOV042-BL,invitro,CD4 T,A,0.5175796932930501,0.035848266208437216,0.4473183826163089,0.5878410039697912,765
INCOV042-BL,invitro,NK,A,0.4184372995408181,0.048853398631316415,0.32268639770105956,0.5141882013805766,252
INCOV042-BL,invitro,CD8 T,A,0.5319495158320027,0.10782723701890805,0.3206120147224789,0.7432870169415264,64
INCOV042-BL,invitro,B,A,0.5966877694205976,0.11593508048626096,0.3694591871227738,0.8239163517184215,76
INCOV042-BL,invitro,pDC,A,0.36202490936901177,0.1770912083418438,0.014932519040318837,0.7091172996977047,15
INCOV042-BL,invitro,CD16 Monocyte,A,0.2445309104884196,0.23818060721390028,-0.2222945014667058,0.711356322443545,12
INCOV042-BL,invitro,cDC,A,0.6731093818616359,0.3479353474491303,-0.008831368087089397,1.3550501318103612,2
INCOV042-BL,invitro,CD14 Monocyte,B,2.085766557046949,0.12490766970685478,1.8409520230286889,2.330581091065209,223
INCOV042-BL,invitro,CD4 T,B,3.044698203682439,0.06944077805486537,2.9085967796364636,3.180799627728414,776
INCOV042-BL,invitro,NK,B,3.0380657364992993,0.09776421348786486,2.8464513990861993,3.2296800739123994,249
INCOV042-BL,invitro,CD8 T,B,2.908533888735237,0.1961875881053453,2.5240132818349816,3.293054495635493,65
INCOV042-BL,invitro,B,B,2.7254603464724507,0.19425000553507737,2.344737331626993,3.1061833613179086,75
INCOV042-BL,invitro,pDC,B,2.526547720162022,0.2687801807700479,1.9997482460945628,3.053347194229481,14
INCOV042-BL,invitro,CD16 Monocyte,B,2.4486888753275338,0.2890037101220691,1.8822520120898245,3.015125738565243,13
INCOV042-BL,invitro,cDC,B,4.462862751876196,0.9816168033393068,2.5389291707118185,6.386796333040574,2
INCOV042-BL,invitro,CD14 Monocyte,C,0.759242561725002,0.09755294254598303,0.5680423077489702,0.9504428157010338,214
INCOV042-BL,invitro,CD4 T,C,0.7843400367804008,0.040182627072088486,0.7055835349149032,0.8630965386458983,768
INCOV042-BL,invitro,NK,C,0.6201069710721782,0.05220799430077648,0.5177811825375839,0.7224327596067724,247
INCOV042-BL,invitro,CD8 T,C,0.5680208943211414,0.11110218226435913,0.3502646184791929,0.78577717016309,65
INCOV042-BL,invitro,B,C,0.8755876343893058,0.1446770834464419,0.5920257614459836,1.159149507332628,75
INCOV042-BL,invitro,pDC,C,1.023393190878304,0.24979585102943314,0.5338023193730826,1.5129840623835253,15
INCOV042-BL,invitro,CD16 Monocyte,C,0.7969546069328695,0.265760359585495,0.2760738736268853,1.3178353402388536,14
INCOV042-BL,invitro,cDC,C,0.3430400190082172,0.39200939767430953,-0.425284282034669,1.1113643200511034,2
INCOV042-BL,invitro,CD4 T,DPA1,2.5786405715073824,0.29865567042494745,1.9932862136958214,3.1639949293189433,154
INCOV042-BL,invitro,NK,DPA1,2.6312811775668425,0.37462527667209883,1.8970291275911757,3.3655332275425094,97
INCOV042-BL,invitro,CD8 T,DPA1,3.1952483935457217,0.5349727554836466,2.146721060087622,4.243775727003822,43
INCOV042-BL,invitro,CD14 Monocyte,DPA1,3.287828618507631,0.32998938326440563,2.641061312028812,3.9345959249864504,114
INCOV042-BL,invitro,B,DPA1,4.633234980839544,0.376595749551367,3.8951208749879984,5.371349086691089,75
INCOV042-BL,invitro,pDC,DPA1,4.283102785470374,0.9110251702244359,2.4975262628210078,6.068679308119739,13
INCOV042-BL,invitro,CD16 Monocyte,DPA1,4.770353192631058,0.9070125172304921,2.9926413253322783,6.548065059929837,13
INCOV042-BL,invitro,cDC,DPA1,7.059902651757314,2.241385758755416,2.666867289135718,11.45293801437891,2
INCOV042-BL,invitro,CD4 T,DPB1,2.5569596892579516,0.32248868332160113,1.9248934845258707,3.1890258939900322,133
INCOV042-BL,invitro,CD8 T,DPB1,2.902287894900558,0.6271142787535833,1.673166494352723,4.1314092954483925,33
INCOV042-BL,invitro,B,DPB1,3.9142459112487225,0.39873667071265767,3.1327363973365068,4.695755425160939,71
INCOV042-BL,invitro,CD14 Monocyte,DPB1,3.0465090811142836,0.3438782411976298,2.3725201132999514,3.720498048928616,108
INCOV042-BL,invitro,NK,DPB1,2.5259856317986924,0.4215884093903473,1.699687533094084,3.352283730503301,78
INCOV042-BL,invitro,pDC,DPB1,4.427867425876848,0.8766674567319569,2.7096307842638865,6.146104067489809,14
INCOV042-BL,invitro,CD16 Monocyte,DPB1,3.8321380920676584,0.9467395254384061,1.9765627194678406,5.6877134646674765,13
INCOV042-BL,invitro,cDC,DPB1,6.380516557346028,2.2466539459191384,1.9771557376197197,10.783877377072336,2
INCOV042-BL,invitro,CD8 T,DQA1,1.846599379091638,1.0020154103370944,-0.1173147371231904,3.8105134953064663,10
INCOV042-BL,invitro,B,DQA1,0.7922502491985554,0.24151144159076193,0.3188965218263132,1.2656039765707976,64
INCOV042-BL,invitro,CD14 Monocyte,DQA1,2.553924495168428,0.6480496072445605,1.2837706047737623,3.8240783855630935,29
INCOV042-BL,invitro,pDC,DQA1,1.8658685988747479,0.6526483848749495,0.5867012699516114,3.1450359277978843,12
INCOV042-BL,invitro,NK,DQA1,2.3978952727983707,1.334279966987075,-0.217245407789588,5.013035953386329,8
INCOV042-BL,invitro,CD16 Monocyte,DQA1,2.7671829924922227,1.2877200349552957,0.243298101809184,5.291067883175261,8
INCOV042-BL,invitro,CD4 T,DQA1,2.4579555860915585,0.8190487629480029,0.852649509131389,4.063261663051728,21
INCOV042-BL,invitro,cDC,DQA1,0.8658359329170877,0.377241574064055,0.1264560342803407,1.6052158315538347,2
INCOV042-BL,invitro,CD8 T,DQB1,2.3978952727983702,2.1788700620906116,-1.8726115758917792,6.668402121488519,3
INCOV042-BL,invitro,B,DQB1,1.8040297305574857,0.45751527200199194,0.9073162750565352,2.7007431860584363,42
INCOV042-BL,invitro,CD14 Monocyte,DQB1,2.2701640041314435,0.6022543764457934,1.089767116766061,3.450560891496826,36
INCOV042-BL,invitro,CD4 T,DQB1,2.7449431312981134,1.8163765816866224,-0.8150895511696414,6.304975813765868,4
INCOV042-BL,invitro,CD16 Monocyte,DQB1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV042-BL,invitro,pDC,DQB1,2.543110520075055,1.6616223177542586,-0.713609378631261,5.7998304187813705,5
INCOV042-BL,invitro,cDC,DQB1,0.40914495438113896,1.1627509106112375,-1.8698049534080377,2.6880948621703156,2
INCOV042-BL,invitro,NK,DQB1,2.3978952727983707,2.66855993397415,-2.8323860883775467,7.628176633974288,2
INCOV042-BL,invitro,CD14 Monocyte,DRB1,1.0309891578681776,0.18547423091492155,0.667466345214666,1.3945119705216893,145
INCOV042-BL,invitro,CD8 T,DRB1,1.5262849459182437,0.7019483698528125,0.1504914220001301,2.9020784698363573,17
INCOV042-BL,invitro,B,DRB1,0.9096485815410597,0.2524448345963746,0.41486579764899445,1.4044313654331249,58
INCOV042-BL,invitro,CD4 T,DRB1,2.0971662884649724,0.5238301821996901,1.0704779973385254,3.1238545795914194,45
INCOV042-BL,invitro,pDC,DRB1,0.548925746294622,0.37897324170111213,-0.19384815854395054,1.2916996511331944,14
INCOV042-BL,invitro,NK,DRB1,1.9826370641707973,0.8322887090487423,0.35138116969592703,3.6138929586456676,18
INCOV042-BL,invitro,CD16 Monocyte,DRB1,0.9341346369947368,0.4661509447749959,0.02049557387642531,1.847773700113048,11
INCOV042-BL,invitro,cDC,DRB1,0.18806279368408277,0.3545051427989225,-0.506754518536034,0.8828801059041995,2
INCOV042-BL,optitype,CD14 Monocyte,A,0.6803828480010627,0.1008196183339595,0.48278002713142804,0.8779856688706975,204
INCOV042-BL,optitype,CD4 T,A,0.5175796932930501,0.035848266208437216,0.4473183826163089,0.5878410039697912,765
INCOV042-BL,optitype,NK,A,0.4184372995408181,0.048853398631316415,0.32268639770105956,0.5141882013805766,252
INCOV042-BL,optitype,CD8 T,A,0.5319495158320027,0.10782723701890805,0.3206120147224789,0.7432870169415264,64
INCOV042-BL,optitype,B,A,0.5966877694205976,0.11593508048626096,0.3694591871227738,0.8239163517184215,76
INCOV042-BL,optitype,pDC,A,0.36202490936901177,0.1770912083418438,0.014932519040318837,0.7091172996977047,15
INCOV042-BL,optitype,CD16 Monocyte,A,0.2445309104884196,0.23818060721390028,-0.2222945014667058,0.711356322443545,12
INCOV042-BL,optitype,cDC,A,0.6731093818616359,0.3479353474491303,-0.008831368087089397,1.3550501318103612,2
INCOV042-BL,optitype,CD14 Monocyte,B,2.085766557046949,0.12490766970685478,1.8409520230286889,2.330581091065209,223
INCOV042-BL,optitype,CD4 T,B,3.044698203682439,0.06944077805486537,2.9085967796364636,3.180799627728414,776
INCOV042-BL,optitype,NK,B,3.0380657364992993,0.09776421348786486,2.8464513990861993,3.2296800739123994,249
INCOV042-BL,optitype,CD8 T,B,2.908533888735237,0.1961875881053453,2.5240132818349816,3.293054495635493,65
INCOV042-BL,optitype,B,B,2.7255726170682357,0.19424985744688952,2.3448498924702927,3.1062953416661787,75
INCOV042-BL,optitype,pDC,B,2.526547720162022,0.2687801807700479,1.9997482460945628,3.053347194229481,14
INCOV042-BL,optitype,CD16 Monocyte,B,2.4486888753275338,0.2890037101220691,1.8822520120898245,3.015125738565243,13
INCOV042-BL,optitype,cDC,B,4.462862751876196,0.9816168033393068,2.5389291707118185,6.386796333040574,2
INCOV042-BL,optitype,CD14 Monocyte,C,0.759242561725002,0.09755294254598303,0.5680423077489702,0.9504428157010338,214
INCOV042-BL,optitype,CD4 T,C,0.7843400367804008,0.040182627072088486,0.7055835349149032,0.8630965386458983,768
INCOV042-BL,optitype,NK,C,0.6201069710721782,0.05220799430077648,0.5177811825375839,0.7224327596067724,247
INCOV042-BL,optitype,CD8 T,C,0.5680208943211414,0.11110218226435913,0.3502646184791929,0.78577717016309,65
INCOV042-BL,optitype,B,C,0.8755876343893058,0.1446770834464419,0.5920257614459836,1.159149507332628,75
INCOV042-BL,optitype,pDC,C,1.023393190878304,0.24979585102943314,0.5338023193730826,1.5129840623835253,15
INCOV042-BL,optitype,CD16 Monocyte,C,0.7969546069328695,0.265760359585495,0.2760738736268853,1.3178353402388536,14
INCOV042-BL,optitype,cDC,C,0.3430400190082172,0.39200939767430953,-0.425284282034669,1.1113643200511034,2
INCOV042-BL,phlat,CD14 Monocyte,A,1.1006849918295594,0.09185965442069019,0.9206433775327111,1.2807266061264078,227
INCOV042-BL,phlat,CD4 T,A,0.48521176660156223,0.034659252540803015,0.41728087989051,0.5531426533126145,771
INCOV042-BL,phlat,NK,A,0.4693738432976413,0.04688394356187315,0.3774830024631614,0.5612646841321212,252
INCOV042-BL,phlat,CD8 T,A,0.4691359051499907,0.102461812231964,0.2683144433846357,0.6699573669153457,65
INCOV042-BL,phlat,B,A,0.5291159620269585,0.11091859403521917,0.3117195125021097,0.7465124115518074,77
INCOV042-BL,phlat,pDC,A,0.5609711948476259,0.17152153398390935,0.22479516566610075,0.8971472240291511,15
INCOV042-BL,phlat,CD16 Monocyte,A,0.5455448740280419,0.22370697295804212,0.10708726393980361,0.9840024841162801,12
INCOV042-BL,phlat,cDC,A,0.7279839462614541,0.3803640028429905,-0.017515800326297737,1.4734836928492059,2
INCOV042-BL,phlat,CD14 Monocyte,B,2.430931103344525,0.14880420742674663,2.139280216040074,2.722581990648976,213
INCOV042-BL,phlat,CD4 T,B,3.220826597740174,0.07624212925253439,3.071394770300559,3.370258425179789,775
INCOV042-BL,phlat,NK,B,3.229802050699345,0.11098503290539084,3.012275383381786,3.447328718016904,248
INCOV042-BL,phlat,CD8 T,B,2.9712859225236476,0.20788403843870443,2.563840694223047,3.3787311508242484,62
INCOV042-BL,phlat,B,B,2.790932825618038,0.20344625606009678,2.3921854909507347,3.1896801602853415,75
INCOV042-BL,phlat,pDC,B,2.7517065016076043,0.2894969581713273,2.1843028899579044,3.319110113257304,14
INCOV042-BL,phlat,CD16 Monocyte,B,2.5129395045351934,0.3038474628910731,1.9174094204748195,3.1084695885955673,13
INCOV042-BL,phlat,cDC,B,6.082584708706982,2.2504759480693806,1.6717329024173635,10.4934365149966,2
INCOV042-BL,phlat,CD14 Monocyte,C,0.845078194514005,0.10505081074924567,0.6391823888987503,1.0509740001292596,209
INCOV042-BL,phlat,CD4 T,C,0.7863818579381812,0.04073340258574678,0.7065458559023468,0.8662178599740156,762
INCOV042-BL,phlat,NK,C,0.6340370801857539,0.053034480314152664,0.5300914088312162,0.7379827515402916,247
INCOV042-BL,phlat,CD8 T,C,0.594238848068962,0.11388564395417387,0.3710270875626295,0.8174506085752945,63
INCOV042-BL,phlat,B,C,0.8795388734000366,0.14678280073587788,0.5918498704077966,1.1672278763922765,74
INCOV042-BL,phlat,pDC,C,0.9791131040635278,0.2532672775514102,0.48271836160025416,1.4755078465268014,15
INCOV042-BL,phlat,CD16 Monocyte,C,0.7921643714313319,0.27350461312350505,0.2561051801037011,1.3282235627589627,14
INCOV042-BL,phlat,cDC,C,0.3430400190082172,0.39200939767430953,-0.425284282034669,1.1113643200511034,2
INCOV042-BL,phlat,CD8 T,DQA1,1.6853727264648355,1.088223335607477,-0.4475058184618632,3.818251271391534,8
INCOV042-BL,phlat,B,DQA1,0.7816703978574985,0.26204838586404766,0.26806499935711015,1.295275796357887,55
INCOV042-BL,phlat,CD14 Monocyte,DQA1,2.5518294319303587,0.8545099271624201,0.8770207502600709,4.226638113600647,15
INCOV042-BL,phlat,pDC,DQA1,2.1188133159538363,0.7621963211498775,0.624935977351152,3.6126906545565207,12
INCOV042-BL,phlat,CD16 Monocyte,DQA1,2.815844113844681,1.3699369587872712,0.13081701353129782,5.500871214158064,7
INCOV042-BL,phlat,cDC,DQA1,0.6398527964325627,0.31236525228432777,0.027628151933512535,1.2520774409316129,2
INCOV042-BL,phlat,CD4 T,DQA1,2.792584061468906,2.0996328415117835,-1.3226206886516838,6.907788811589496,3
INCOV042-BL,phlat,CD8 T,DQB1,2.7449431312981134,2.5687443961981034,-2.289703370739255,7.7795896333354815,2
INCOV042-BL,phlat,B,DQB1,1.7390155984391478,0.47768480746348224,0.8027705798487728,2.675260617029523,38
INCOV042-BL,phlat,CD14 Monocyte,DQB1,1.808106071390438,0.5171386856202207,0.7945328725624241,2.8216792702184517,40
INCOV042-BL,phlat,CD4 T,DQB1,2.3978952727983702,2.1788700620906116,-1.8726115758917792,6.668402121488519,3
INCOV042-BL,phlat,CD16 Monocyte,DQB1,0.7473801095792889,1.7372581521909398,-2.6575833005635565,4.152343519722134,2
INCOV042-BL,phlat,pDC,DQB1,2.3978952727983702,1.5406937962286253,-0.6218090790140276,5.417599624610768,6
INCOV042-BL,phlat,cDC,DQB1,0.4207470214512214,0.8512771805258805,-1.247725593240306,2.0892196361427486,2
INCOV042-BL,phlat,NK,DQB1,2.3978952727983707,1.886956825315847,-1.3004721452027268,6.096262690799469,4
INCOV042-BL,phlat,CD14 Monocyte,DRB1,0.7529348986364058,0.15543045059497254,0.4482968133694275,1.057572983903384,124
INCOV042-BL,phlat,CD4 T,DRB1,1.7321691624882358,0.4060094170882244,0.936405327611215,2.527932997365257,64
